seq,ts_ns,event,order_id,side,type,price,quantity
98,31477400054,CANCEL,42,BUY,LIMIT,999800,36
99,31477400054,REDUCE,54,BUY,LIMIT,999600,33
100,31477552894,NEW,57,BUY,MARKET,,326
101,31477552894,CANCEL,44,SELL,LIMIT,1000200,100
102,31477552894,CANCEL,46,SELL,LIMIT,1000200,1
103,31477552894,CANCEL,25,SELL,LIMIT,1000300,24
104,31477552894,CANCEL,41,SELL,LIMIT,1000300,60
105,31477552894,CANCEL,45,SELL,LIMIT,1000300,100
106,31477552894,REDUCE,38,SELL,LIMIT,1000600,13
107,31478539175,NEW,58,SELL,MARKET,,200
108,31478539175,CANCEL,54,BUY,LIMIT,999600,33
109,31478539175,CANCEL,51,BUY,LIMIT,999200,100
110,31478539175,REDUCE,53,BUY,LIMIT,999000,33
111,32466250261,NEW,59,BUY,LIMIT,1000400,30
112,32571165650,NEW,60,SELL,LIMIT,1001000,100
113,32701808752,CANCEL,38,SELL,LIMIT,1000600,13
114,33980486291,NEW,61,BUY,LIMIT,999200,13
115,35299812646,NEW,62,BUY,LIMIT,999900,30
116,36179298998,NEW,63,SELL,LIMIT,1001200,71
117,36660440143,NEW,64,BUY,LIMIT,1000400,100
118,40046055783,NEW,65,SELL,LIMIT,1001800,100
119,40459870968,NEW,66,SELL,LIMIT,1000700,30
120,40731858602,NEW,67,BUY,LIMIT,1000400,200
121,40941362566,CANCEL,67,BUY,LIMIT,1000400,200
122,41346615116,CANCEL,47,SELL,LIMIT,1000700,67
123,43328057564,NEW,68,BUY,LIMIT,1000600,19
124,43842014728,NEW,69,BUY,LIMIT,1000000,500
125,44280666587,CANCEL,63,SELL,LIMIT,1001200,71
126,45557403971,CANCEL,69,BUY,LIMIT,1000000,500
127,45789285791,NEW,70,BUY,LIMIT,999400,46
128,47314165169,NEW,71,SELL,LIMIT,1000900,5
129,47941848900,CANCEL,64,BUY,LIMIT,1000400,100
130,48833459923,CANCEL,66,SELL,LIMIT,1000700,30
131,49624190040,CANCEL,68,BUY,LIMIT,1000600,19
132,49891694908,CANCEL,50,SELL,LIMIT,1000700,100
133,51068153795,NEW,72,BUY,MARKET,,100
134,51068153795,CANCEL,71,SELL,LIMIT,1000900,5
135,51068153795,REDUCE,60,SELL,LIMIT,1001000,5
136,54070107349,NEW,73,BUY,LIMIT,1000200,200
137,54120208698,NEW,74,BUY,LIMIT,1000300,13
138,54468116490,NEW,75,SELL,LIMIT,1000600,65
139,54530351258,NEW,76,SELL,LIMIT,1001000,30
140,54836006993,CANCEL,73,BUY,LIMIT,1000200,200
141,55258337240,NEW,77,SELL,LIMIT,1001800,3
142,58191839597,CANCEL,65,SELL,LIMIT,1001800,100
143,59688966022,NEW,78,SELL,LIMIT,1000700,67
144,60510662029,CANCEL,74,BUY,LIMIT,1000300,13
145,61503538090,NEW,79,BUY,LIMIT,1000100,33
146,65192916046,NEW,80,SELL,LIMIT,1000900,28
147,67868839012,NEW,81,BUY,LIMIT,999600,64
148,68987433109,NEW,82,SELL,LIMIT,1000500,100
149,70152947571,CANCEL,70,BUY,LIMIT,999400,46
150,70680833690,NEW,83,BUY,LIMIT,999500,18
151,70931336500,NEW,84,BUY,LIMIT,999500,100
152,71706873046,NEW,85,SELL,LIMIT,1001000,27
153,71843015721,CANCEL,75,SELL,LIMIT,1000600,65
154,72121588308,NEW,86,BUY,LIMIT,1000000,62
155,72588353331,NEW,87,SELL,LIMIT,1000700,200
156,72654853818,NEW,88,BUY,LIMIT,999300,42
157,72808378783,NEW,89,SELL,LIMIT,1001200,66
158,73465862128,CANCEL,76,SELL,LIMIT,1001000,30
159,73515660442,CANCEL,88,BUY,LIMIT,999300,42
160,73975555861,NEW,90,BUY,LIMIT,1000200,60
161,74387286471,CANCEL,84,BUY,LIMIT,999500,100
162,74634171963,NEW,91,SELL,LIMIT,1001500,60
163,74723265085,CANCEL,89,SELL,LIMIT,1001200,66
164,74965059662,NEW,92,SELL,LIMIT,1001000,700
165,75547432410,NEW,93,BUY,LIMIT,1000300,28
166,76527546953,NEW,94,SELL,LIMIT,1001000,200
167,77966887215,NEW,95,BUY,LIMIT,999600,100
168,78508531731,NEW,96,BUY,LIMIT,999900,18
169,78810887212,CANCEL,86,BUY,LIMIT,1000000,62
170,79346630975,CANCEL,94,SELL,LIMIT,1001000,200
171,79623418810,NEW,97,SELL,LIMIT,1000600,49
172,79629147255,CANCEL,81,BUY,LIMIT,999600,64
173,80803853919,NEW,98,BUY,LIMIT,1000400,100
174,81328021436,NEW,99,SELL,LIMIT,1001600,100
175,81494353503,CANCEL,92,SELL,LIMIT,1001000,700
176,81785530889,CANCEL,91,SELL,LIMIT,1001500,60
177,82214883227,NEW,100,BUY,LIMIT,1000400,14
178,82339147319,NEW,101,SELL,LIMIT,1001000,200
179,82468364363,CANCEL,82,SELL,LIMIT,1000500,100
180,82524103016,CANCEL,99,SELL,LIMIT,1001600,100
181,83054241562,NEW,102,SELL,LIMIT,1000900,22
182,84920995696,NEW,103,SELL,LIMIT,1000700,200
183,85352858524,CANCEL,95,BUY,LIMIT,999600,100
184,85738095451,NEW,104,BUY,LIMIT,1000200,21
185,86544390341,CANCEL,87,SELL,LIMIT,1000700,200
186,86734786321,NEW,105,BUY,LIMIT,999600,100
187,87803441437,NEW,106,SELL,LIMIT,1000700,100
188,87992049658,CANCEL,77,SELL,LIMIT,1001800,3
189,88145962340,CANCEL,101,SELL,LIMIT,1001000,200
190,88346799518,NEW,107,SELL,LIMIT,1001100,100
191,88775212374,NEW,108,BUY,LIMIT,999100,400
192,88793754930,CANCEL,59,BUY,LIMIT,1000400,30
193,89360130024,CANCEL,83,BUY,LIMIT,999500,18
194,89617217249,NEW,109,SELL,LIMIT,1000800,200
195,90990998160,CANCEL,78,SELL,LIMIT,1000700,67
196,91608731081,NEW,110,SELL,LIMIT,1001500,100
197,91820613095,NEW,111,BUY,LIMIT,1000400,100
198,92123607567,CANCEL,108,BUY,LIMIT,999100,400
199,92745850990,NEW,112,BUY,LIMIT,1000000,100
200,93025897839,NEW,113,BUY,LIMIT,1000300,28
201,93206140205,CANCEL,103,SELL,LIMIT,1000700,200
202,93601523789,NEW,114,BUY,LIMIT,1000000,100
203,95405952750,CANCEL,98,BUY,LIMIT,1000400,100
204,95647914248,CANCEL,109,SELL,LIMIT,1000800,200
205,96090120760,CANCEL,114,BUY,LIMIT,1000000,100
206,96545595889,NEW,115,BUY,LIMIT,999400,60
207,97377783503,NEW,116,BUY,LIMIT,1000400,100
208,97510396693,NEW,117,BUY,LIMIT,1000400,100
209,97847669419,NEW,118,SELL,LIMIT,1000700,60
210,101437680327,CANCEL,116,BUY,LIMIT,1000400,100
211,102625082020,CANCEL,96,BUY,LIMIT,999900,18
212,103070173558,CANCEL,111,BUY,LIMIT,1000400,100
213,103994094768,CANCEL,104,BUY,LIMIT,1000200,21
214,104224829026,CANCEL,105,BUY,LIMIT,999600,100
215,105237173042,NEW,119,SELL,LIMIT,1001000,40
216,105253619531,NEW,120,SELL,LIMIT,1001200,500
217,105255611033,NEW,121,SELL,LIMIT,1000700,100
218,105642464540,NEW,122,BUY,LIMIT,1000000,30
219,106649471433,CANCEL,120,SELL,LIMIT,1001200,500
220,107216465325,NEW,123,SELL,LIMIT,1001500,60
221,108674901296,NEW,124,SELL,LIMIT,1001100,27
222,109091304257,CANCEL,110,SELL,LIMIT,1001500,100
223,109749994193,CANCEL,123,SELL,LIMIT,1001500,60
224,110719508323,NEW,125,SELL,LIMIT,1001200,100
225,111175022319,CANCEL,125,SELL,LIMIT,1001200,100
226,111408207926,CANCEL,118,SELL,LIMIT,1000700,60
227,112188825031,NEW,126,BUY,LIMIT,1000400,18
228,112794487240,NEW,127,BUY,LIMIT,1000300,100
229,113278768160,NEW,128,BUY,LIMIT,1000500,100
230,113739665604,CANCEL,107,SELL,LIMIT,1001100,100
231,114451907972,CANCEL,127,BUY,LIMIT,1000300,100
232,114546429558,NEW,129,BUY,LIMIT,1000200,23
233,116002338284,NEW,130,SELL,LIMIT,1000700,100
234,116835991475,CANCEL,113,BUY,LIMIT,1000300,28
235,117235232506,NEW,131,BUY,LIMIT,999800,10
236,117689720392,NEW,132,BUY,LIMIT,1000000,27
237,118221692451,CANCEL,117,BUY,LIMIT,1000400,100
238,118284674586,NEW,133,SELL,LIMIT,1001200,9
239,119406626317,NEW,134,BUY,LIMIT,999900,30
240,119832130571,NEW,135,SELL,LIMIT,1000700,100
241,120117884070,NEW,136,BUY,LIMIT,1000300,29
242,121625958749,NEW,137,BUY,LIMIT,1000400,30
243,122554622967,NEW,138,SELL,LIMIT,1000700,100
244,125550509702,CANCEL,53,BUY,LIMIT,999000,33
245,125556895986,CANCEL,130,SELL,LIMIT,1000700,100
246,126143332637,NEW,139,SELL,LIMIT,1001200,27
247,126361631057,NEW,140,BUY,LIMIT,1000400,100
248,126515784983,CANCEL,138,SELL,LIMIT,1000700,100
249,126818070673,NEW,141,BUY,LIMIT,1000300,62
250,126913909706,CANCEL,137,BUY,LIMIT,1000400,30
251,127507651400,NEW,142,SELL,LIMIT,1002000,100
252,127710279042,NEW,143,SELL,LIMIT,1000900,100
253,127718007463,NEW,144,BUY,LIMIT,1000000,30
254,127998676106,NEW,145,BUY,LIMIT,999800,200
255,128247194221,CANCEL,140,BUY,LIMIT,1000400,100
256,128748932870,CANCEL,112,BUY,LIMIT,1000000,100
257,129165699984,NEW,146,BUY,LIMIT,1000500,100
258,129585584367,CANCEL,62,BUY,LIMIT,999900,30
259,130072156375,NEW,147,BUY,LIMIT,999800,41
260,130406047960,NEW,148,BUY,LIMIT,1000200,100
261,132350428809,CANCEL,146,BUY,LIMIT,1000500,100
262,132757014425,CANCEL,124,SELL,LIMIT,1001100,27
263,133355547426,CANCEL,128,BUY,LIMIT,1000500,100
264,134116540557,NEW,149,SELL,LIMIT,1001000,75
265,135255102675,NEW,150,BUY,LIMIT,999800,200
266,136712168374,CANCEL,143,SELL,LIMIT,1000900,100
267,136762727631,CANCEL,150,BUY,LIMIT,999800,200
268,136837048059,NEW,151,BUY,LIMIT,999100,200
269,137070931533,CANCEL,151,BUY,LIMIT,999100,200
270,137320758334,NEW,152,SELL,LIMIT,1001100,100
271,137566282423,NEW,153,SELL,LIMIT,1001100,51
272,137799569281,CANCEL,129,BUY,LIMIT,1000200,23
273,137809915289,CANCEL,85,SELL,LIMIT,1001000,27
274,138358166209,CANCEL,106,SELL,LIMIT,1000700,100
275,138392276099,CANCEL,152,SELL,LIMIT,1001100,100
276,139963769790,CANCEL,149,SELL,LIMIT,1001000,75
277,140185094769,NEW,154,BUY,LIMIT,1000400,17
278,140666998649,NEW,155,BUY,LIMIT,999500,100
279,140935515722,CANCEL,145,BUY,LIMIT,999800,200
280,141006788355,NEW,156,BUY,LIMIT,1000400,28
281,142284593542,CANCEL,155,BUY,LIMIT,999500,100
282,142293694817,CANCEL,141,BUY,LIMIT,1000300,62
283,143022290102,NEW,157,BUY,LIMIT,999600,100
284,143223762650,NEW,158,SELL,LIMIT,1000500,100
285,143226623575,NEW,159,SELL,LIMIT,1001000,200
286,143606420350,NEW,160,SELL,LIMIT,1001100,50
287,143775792103,NEW,161,SELL,LIMIT,1000600,18
288,143800332384,CANCEL,36,SELL,LIMIT,1001500,24
289,143827273735,NEW,162,BUY,LIMIT,1000200,9
290,144355293506,NEW,163,SELL,LIMIT,1001200,100
291,145188323676,CANCEL,156,BUY,LIMIT,1000400,28
292,145521482950,CANCEL,158,SELL,LIMIT,1000500,100
293,146398647130,CANCEL,142,SELL,LIMIT,1002000,100
294,147026151254,CANCEL,121,SELL,LIMIT,1000700,100
295,147141811190,NEW,164,BUY,LIMIT,999700,100
296,148286441694,CANCEL,148,BUY,LIMIT,1000200,100
297,148523097217,CANCEL,159,SELL,LIMIT,1001000,200
298,149260858285,NEW,165,SELL,LIMIT,1000700,24
299,150803946259,NEW,166,BUY,LIMIT,999500,60
300,152457073521,CANCEL,153,SELL,LIMIT,1001100,51
301,153343364536,CANCEL,163,SELL,LIMIT,1001200,100
302,154006863490,NEW,167,BUY,LIMIT,1000500,400
303,154832129193,NEW,168,SELL,LIMIT,1000600,75
304,155194812404,CANCEL,147,BUY,LIMIT,999800,41
305,155221643282,CANCEL,167,BUY,LIMIT,1000500,400
306,155336293418,NEW,169,BUY,LIMIT,999600,100
307,156385138692,NEW,170,SELL,LIMIT,1000600,100
308,156787156534,CANCEL,168,SELL,LIMIT,1000600,75
309,157375932054,NEW,171,SELL,LIMIT,1001500,100
310,157472263361,CANCEL,144,BUY,LIMIT,1000000,30
311,157810692299,NEW,172,SELL,LIMIT,1000900,19
312,157909709902,NEW,173,SELL,LIMIT,1000600,100
313,158107775651,CANCEL,135,SELL,LIMIT,1000700,100
314,159044005559,NEW,174,BUY,LIMIT,1000400,100
315,160166199581,NEW,175,BUY,LIMIT,1000500,60
316,160366505651,CANCEL,80,SELL,LIMIT,1000900,28
317,160852336924,CANCEL,97,SELL,LIMIT,1000600,49
318,161028050874,CANCEL,172,SELL,LIMIT,1000900,19
319,161878973882,CANCEL,139,SELL,LIMIT,1001200,27
320,162085146683,CANCEL,169,BUY,LIMIT,999600,100
321,162808594083,NEW,176,SELL,LIMIT,1000700,100
322,163038194984,NEW,177,SELL,LIMIT,1001500,27
323,163947717009,NEW,178,BUY,LIMIT,999900,100
324,164127812839,NEW,179,BUY,LIMIT,999600,43
325,164198652291,CANCEL,176,SELL,LIMIT,1000700,100
326,165606581525,CANCEL,175,BUY,LIMIT,1000500,60
327,165751893015,CANCEL,170,SELL,LIMIT,1000600,100
328,166423777042,NEW,180,BUY,LIMIT,1000100,32
329,166532654016,CANCEL,136,BUY,LIMIT,1000300,29
330,166595134305,CANCEL,164,BUY,LIMIT,999700,100
331,167267277115,CANCEL,132,BUY,LIMIT,1000000,27
332,168053372461,NEW,181,BUY,LIMIT,1000400,67
333,169019470056,NEW,182,SELL,LIMIT,1001400,100
334,169080576819,CANCEL,102,SELL,LIMIT,1000900,22
335,169166713438,NEW,183,BUY,LIMIT,999600,18
336,170262504152,NEW,184,SELL,LIMIT,1001100,60
337,170878957143,NEW,185,BUY,LIMIT,1000300,64
338,171220517349,NEW,186,SELL,MARKET,,200
339,171220517349,CANCEL,100,BUY,LIMIT,1000400,14
340,171220517349,CANCEL,126,BUY,LIMIT,1000400,18
341,171220517349,CANCEL,154,BUY,LIMIT,1000400,17
342,171220517349,CANCEL,174,BUY,LIMIT,1000400,100
343,171220517349,REDUCE,181,BUY,LIMIT,1000400,16
344,171641519700,NEW,187,BUY,LIMIT,999900,100
345,172177861252,NEW,188,SELL,LIMIT,1000500,100
346,173281771943,NEW,189,BUY,LIMIT,999500,28
347,174066847203,CANCEL,115,BUY,LIMIT,999400,60
348,174431260019,NEW,190,SELL,LIMIT,1000600,60
349,174846570149,CANCEL,188,SELL,LIMIT,1000500,100
350,175407378672,NEW,191,SELL,LIMIT,1000900,100
351,175922807330,NEW,192,SELL,LIMIT,1001300,100
352,175978274975,CANCEL,182,SELL,LIMIT,1001400,100
353,175981067048,NEW,193,BUY,LIMIT,999800,200
354,176264602632,CANCEL,157,BUY,LIMIT,999600,100
355,177540305664,CANCEL,193,BUY,LIMIT,999800,200
356,177900430206,NEW,194,BUY,LIMIT,999900,400
357,177931362738,NEW,195,BUY,LIMIT,1000400,26
358,179283462896,NEW,196,SELL,LIMIT,1000800,27
359,179391243643,CANCEL,194,BUY,LIMIT,999900,400
360,179547846538,CANCEL,166,BUY,LIMIT,999500,60
361,179938563335,NEW,197,BUY,LIMIT,999600,39
362,180066125582,CANCEL,119,SELL,LIMIT,1001000,40
363,181204856178,NEW,198,BUY,LIMIT,999200,40
364,181414263139,NEW,199,BUY,LIMIT,999900,100
365,183535624144,NEW,200,BUY,LIMIT,999900,43
366,183713915931,NEW,201,SELL,LIMIT,1001000,100
367,184507512549,CANCEL,185,BUY,LIMIT,1000300,64
368,184915320911,CANCEL,178,BUY,LIMIT,999900,100
369,185829785636,CANCEL,199,BUY,LIMIT,999900,100
370,185876658724,CANCEL,181,BUY,LIMIT,1000400,16
371,186772934077,NEW,202,SELL,LIMIT,1001100,300
372,186793021093,CANCEL,201,SELL,LIMIT,1001000,100
373,186803358974,CANCEL,165,SELL,LIMIT,1000700,24
374,186898272812,CANCEL,93,BUY,LIMIT,1000300,28
375,187374868259,NEW,203,BUY,LIMIT,1000300,46
376,187446382135,NEW,204,SELL,LIMIT,1000500,17
377,187573972791,CANCEL,203,BUY,LIMIT,1000300,46
378,188488159561,NEW,205,BUY,LIMIT,999900,23
379,189045853765,NEW,206,SELL,LIMIT,1001400,64
380,189770270138,CANCEL,171,SELL,LIMIT,1001500,100
381,189861331492,CANCEL,183,BUY,LIMIT,999600,18
382,191010857851,NEW,207,BUY,LIMIT,999400,73
383,191922678407,NEW,208,BUY,LIMIT,999500,16
384,192844516369,CANCEL,202,SELL,LIMIT,1001100,300
385,192930467987,NEW,209,BUY,LIMIT,999800,75
386,193068780287,CANCEL,79,BUY,LIMIT,1000100,33
387,193172169465,NEW,210,SELL,LIMIT,1001200,64
388,193300450522,NEW,211,SELL,LIMIT,1000500,1000
389,193367159195,CANCEL,207,BUY,LIMIT,999400,73
390,193856569816,NEW,212,BUY,LIMIT,999600,60
391,194063588395,CANCEL,131,BUY,LIMIT,999800,10
392,194983499998,NEW,213,BUY,LIMIT,1000000,100
393,195828598417,CANCEL,209,BUY,LIMIT,999800,75
394,196598528984,CANCEL,211,SELL,LIMIT,1000500,1000
395,197279094359,NEW,214,BUY,LIMIT,999800,93
396,197584186533,NEW,215,SELL,LIMIT,1000500,100
397,197937743736,NEW,216,BUY,LIMIT,999700,28
398,198119682766,CANCEL,215,SELL,LIMIT,1000500,100
399,199044111209,NEW,217,SELL,LIMIT,1000600,30
400,199300943177,NEW,218,BUY,LIMIT,1000400,100
401,199393356797,CANCEL,197,BUY,LIMIT,999600,39
402,200020421905,CANCEL,216,BUY,LIMIT,999700,28
403,200279469845,CANCEL,214,BUY,LIMIT,999800,93
404,200668471153,NEW,219,BUY,LIMIT,999500,100
405,201129987961,NEW,220,SELL,LIMIT,1001400,20
406,201197318561,NEW,221,SELL,LIMIT,1000500,63
407,201353935302,CANCEL,196,SELL,LIMIT,1000800,27
408,203725522299,CANCEL,180,BUY,LIMIT,1000100,32
409,204075929956,NEW,222,SELL,LIMIT,1001000,37
410,204384761807,CANCEL,90,BUY,LIMIT,1000200,60
411,206759756560,CANCEL,213,BUY,LIMIT,1000000,100
412,207058954651,CANCEL,173,SELL,LIMIT,1000600,100
413,207807327040,CANCEL,160,SELL,LIMIT,1001100,50
414,208297654591,NEW,223,BUY,LIMIT,1000300,200
415,208481228043,NEW,224,BUY,LIMIT,1000300,100
416,208952666627,NEW,225,SELL,LIMIT,1001200,300
417,209115941990,NEW,226,SELL,LIMIT,1000600,2
418,209894561416,CANCEL,220,SELL,LIMIT,1001400,20
419,210331446078,CANCEL,224,BUY,LIMIT,1000300,100
420,210985741848,NEW,227,SELL,LIMIT,1000600,24
421,211309853725,CANCEL,210,SELL,LIMIT,1001200,64
422,211808221582,CANCEL,225,SELL,LIMIT,1001200,300
423,212458314580,NEW,228,SELL,LIMIT,1001600,100
424,213674036503,CANCEL,219,BUY,LIMIT,999500,100
425,215409597824,NEW,229,BUY,LIMIT,999700,9
426,217257473062,NEW,230,BUY,LIMIT,1000000,30
427,217707561283,CANCEL,190,SELL,LIMIT,1000600,60
428,217950433498,CANCEL,218,BUY,LIMIT,1000400,100
429,218358269274,CANCEL,223,BUY,LIMIT,1000300,200
430,219219722347,NEW,231,SELL,MARKET,,700
431,219219722347,CANCEL,195,BUY,LIMIT,1000400,26
432,219219722347,CANCEL,162,BUY,LIMIT,1000200,9
433,219219722347,CANCEL,122,BUY,LIMIT,1000000,30
434,219219722347,CANCEL,230,BUY,LIMIT,1000000,30
435,219219722347,CANCEL,134,BUY,LIMIT,999900,30
436,219219722347,CANCEL,187,BUY,LIMIT,999900,100
437,219219722347,CANCEL,200,BUY,LIMIT,999900,43
438,219219722347,CANCEL,205,BUY,LIMIT,999900,23
439,219219722347,CANCEL,229,BUY,LIMIT,999700,9
440,219219722347,CANCEL,179,BUY,LIMIT,999600,43
441,219219722347,CANCEL,212,BUY,LIMIT,999600,60
442,219219722347,CANCEL,189,BUY,LIMIT,999500,28
443,219219722347,CANCEL,208,BUY,LIMIT,999500,16
444,219219722347,CANCEL,61,BUY,LIMIT,999200,13
445,219219722347,CANCEL,198,BUY,LIMIT,999200,40
446,219273754476,NEW,232,BUY,LIMIT,1000000,100
447,219651241165,NEW,233,BUY,LIMIT,1000100,39
448,219939937146,CANCEL,206,SELL,LIMIT,1001400,64
449,220070267299,CANCEL,217,SELL,LIMIT,1000600,30
450,220683486676,NEW,234,SELL,LIMIT,1000300,541
451,220786239811,NEW,235,BUY,LIMIT,1000000,100
452,223261051146,NEW,236,BUY,LIMIT,999300,30
453,225127614357,NEW,237,SELL,LIMIT,1000300,100
454,225317455950,NEW,238,SELL,LIMIT,1000400,60
455,226191549934,CANCEL,228,SELL,LIMIT,1001600,100
456,226388220009,CANCEL,191,SELL,LIMIT,1000900,100
457,227791147797,NEW,239,SELL,LIMIT,1000400,18
458,227963662285,CANCEL,237,SELL,LIMIT,1000300,100
459,228079012989,CANCEL,233,BUY,LIMIT,1000100,39
460,228447654854,CANCEL,222,SELL,LIMIT,1001000,37
461,229073683766,CANCEL,234,SELL,LIMIT,1000300,541
462,229097872286,CANCEL,235,BUY,LIMIT,1000000,100
463,229499095223,NEW,240,BUY,LIMIT,999900,100
464,231535446318,CANCEL,236,BUY,LIMIT,999300,30
465,231629877626,NEW,241,SELL,LIMIT,1000500,200
466,232988404781,NEW,242,BUY,LIMIT,1000100,200
467,233112601572,NEW,243,BUY,MARKET,,200
468,233112601572,CANCEL,238,SELL,LIMIT,1000400,60
469,233112601572,CANCEL,239,SELL,LIMIT,1000400,18
470,233112601572,CANCEL,204,SELL,LIMIT,1000500,17
471,233112601572,CANCEL,221,SELL,LIMIT,1000500,63
472,233112601572,REDUCE,241,SELL,LIMIT,1000500,158
473,233984486014,NEW,244,SELL,LIMIT,1000900,100
